CODIGO,DISTRITO,DEPARTAMENTO,MUNICIPIO,ESTABLECIMIENTO,DIRECCION,TELEFONO,SUPERVISOR,DIRECTOR,NIVEL,SECTOR,AREA,STATUS,MODALIDAD,JORNADA,PLAN,DEPARTAMENTAL,POR_MADUREZ
16-01-0138-46,16-031,ALTA_VERAPAZ,COBAN,COLEGIO_COBAN,KM.2_SALIDA_A_SAN_JUAN_CHAMELCO_ZONA_8,77945104,MERCEDES_JOSEFINA_TORRES_GALVEZ,GUSTAVO_ADOLFO_SIERRA_POP,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ALTA_VERAPAZ,False
16-01-0139-46,16-031,ALTA_VERAPAZ,COBAN,COLEGIO_PARTICULAR_MIXTO_VERAPAZ,KM_209.5_ENTRADA_A_LA_CIUDAD,77367402,MERCEDES_JOSEFINA_TORRES_GALVEZ,GILMA_DOLORES_GUAY_PAZ_DE_LEAL,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ALTA_VERAPAZ,False
16-01-0140-46,16-031,ALTA_VERAPAZ,COBAN,COLEGIO_LA_INMACULADA,7A._AV._11-109_ZONA_6,78232301,MERCEDES_JOSEFINA_TORRES_GALVEZ,VIRGINIA_SOLANO_SERRANO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ALTA_VERAPAZ,False
16-01-0141-46,16-005,ALTA_VERAPAZ,COBAN,ESCUELA_NACIONAL_DE_CIENCIAS_COMERCIALES,2A_CALLE_11-10_ZONA_2,79514215,RUDY_ADOLFO_TOT_OCH,HECTOR_ROLANDO_CHUN_POOU,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ALTA_VERAPAZ,False
16-01-0142-46,16-005,ALTA_VERAPAZ,COBAN,INSTITUTO_NORMAL_MIXTO_DEL_NORTE_EMILIO_ROSALES_PONCE,3A_AV.6-23_ZONA_11,79521468,RUDY_ADOLFO_TOT_OCH,VICTOR_HUGO_DOM͎GUEZ_REYES,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,BILINGUE,VESPERTINA,DIARIO(REGULAR),ALTA_VERAPAZ,False
16-01-0143-46,16-031,ALTA_VERAPAZ,COBAN,COLEGIO_PARTICULAR_MIXTO_IMPERIAL,5A._CALLE_1-9_ZONA_3,57101061,MERCEDES_JOSEFINA_TORRES_GALVEZ,HECTOR_WALDEMAR_TOT_COY,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN_DE_SEMANA,ALTA_VERAPAZ,False
16-01-0145-46,16-006,ALTA_VERAPAZ,COBAN,INSTITUTO_DE_TURSMO_Y_AVIACON_DEL_NORTE_I.T.A.N,3_AV._5-28_ZONA_4,54641454,EFRAIN_CAAL_CUC,LUIS_FERNANDO_SOTO,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ALTA_VERAPAZ,False
16-01-0147-46,16-031,ALTA_VERAPAZ,COBAN,COLEGIO_LA_INMACULADA,7A._CALLE_11-09_ZONA_6_COBAN,49532425,MERCEDES_JOSEFINA_TORRES_GALVEZ,ROSA_MARIA_ZAMORA_GONZLEZ,DIVERSIFICADO,PRIVADO,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,DIARIO(REGULAR),ALTA_VERAPAZ,False
16-01-0150-46,16-006,ALTA_VERAPAZ,COBAN,INSTITUTO_INTERCULTRUAL_ALTAVERAPACENCESE_IIAV,3A._AVAENIDA_1-23_ZONA_4,00000000,EFRAIN_CAAL_CUC,GUILLERMO_ESTUARDO_VASQUEZ_MORALES,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,BILINGUE,DOBLE,FIN_DE_SEMANA,ALTA_VERAPAZ,False
16-01-0155-46,16-031,ALTA_VERAPAZ,COBAN,LICEO_MODERNO_LATINO,11_AV._5-17_ZONA_4,79522555,MERCEDES_JOSEFINA_TORRES_GALVEZ,HECTOR_ARMANDO_TEYUL_CHEN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN_DE_SEMANA,ALTA_VERAPAZ,False
16-01-0428-46,16-005,ALTA_VERAPAZ,COBAN,INSTITUTO_NACIONAL_DE_EDUCACION_DIVERSIFICADA,DIAGONAL_08_8-05_ZONA_8_BARRIO_CANTON_LAS_CASAS,79945251,RUDY_ADOLFO_TOT_OCH,HELSON_MARCO_CHLO_GUTIERREZ,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ALTA_VERAPAZ,False
16-01-0471-46,16-031,ALTA_VERAPAZ,COBAN,COLEGIO_DE_INFORMATICA_CENINFAV,12_AV._2-12_ZONA_1,79545566,MERCEDES_JOSEFINA_TORRES_GALVEZ,MARIA_MAGDALENA_BOL_CU,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ALTA_VERAPAZ,False
16-01-0478-46,16-031,ALTA_VERAPAZ,COBAN,COLEGIO_EVAANGELICO_LA_PATRIA,FINCA_CHIMAXITO_ZONA_11,79514440,MERCEDES_JOSEFINA_TORRES_GALVEZ,AURA_EUNICE_SOTO_FONSECA,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ALTA_VERAPAZ,False
16-01-0481-46,16-031,ALTA_VERAPAZ,COBAN,LICEO_AMERICANO_DEL_NORTE,5TA._CALLE_2-23_ZONA_4,79514754,MERCEDES_JOSEFINA_TORRES_GALVEZ,JOSECUPERTINO_REYES_GARCIA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ALTA_VERAPAZ,False
16-01-0483-46,16-031,ALTA_VERAPAZ,COBAN,LICEO_AMERICANO_DEL_NORTE,5TA._CALLE_2-23_ZONA_4,79514754,MERCEDES_JOSEFINA_TORRES_GALVEZ,JOSECUPERTINO_REYES_GARCIA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN_DE_SEMANA,ALTA_VERAPAZ,False
16-01-0557-46,16-031,ALTA_VERAPAZ,COBAN,COLEGIO_LA_LIBERTAD,3RA._AV._5-12_ZONA_4,79523696,MERCEDES_JOSEFINA_TORRES_GALVEZ,ERICK_FERNANDO_CHOC_GARCIA,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN_DE_SEMANA,ALTA_VERAPAZ,False
16-01-0558-46,16-005,ALTA_VERAPAZ,COBAN,INSTITUTO_NORMAL_PREPRIMARIA_BILINGUE_ADSCRITO_AL_INSTITUTO_NORMAL_MIXTO_DEL_NORTE_EMILIO_ROSALES_PONCE,3A._AV._6-23_ZONA_11,79521468,RUDY_ADOLFO_TOT_OCH,VICTOR_HUGO_DOM͎GUEZ_REYES,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ALTA_VERAPAZ,False
16-01-0559-46,16-005,ALTA_VERAPAZ,COBAN,INSTITUTO_NORMAL_PRIMARIA_BILINGUE_INTERCULTURAL_ADS._AL_INSTITUTO_EMILIO_ROSALES_PONCE,3A._AV._6-23_ZONA_11,79521468,RUDY_ADOLFO_TOT_OCH,VICTOR_HUGO_DOM͎GUEZ_REYES,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ALTA_VERAPAZ,False
16-01-0563-46,16-031,ALTA_VERAPAZ,COBAN,CENTRO_DE_FORMACION_INTEGRAL_LAS_CONCHAS_FMG,ALDEA_LAS_CONCHAS,79522793,MERCEDES_JOSEFINA_TORRES_GALVEZ,DAVID_WALDEMAR_URRUTIA_CHOC,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ALTA_VERAPAZ,False
16-01-0565-46,16-031,ALTA_VERAPAZ,COBAN,INSTITUTO_MIXTO_PRIVADO_SALUD_Y_DESARROLLO,DIAGNONAL_1_1-26_ZONA_1,51922050,MERCEDES_JOSEFINA_TORRES_GALVEZ,SAMANTHA_GABRIELA_DE_LA_CRUZ_MORALES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN_DE_SEMANA,ALTA_VERAPAZ,False
16-01-0568-46,16-031,ALTA_VERAPAZ,COBAN,INSTITUTO_PRIVADO_RAUL_CHENAL_HEINEMANN,5A._CALLE_1-06_ZONA_3,79510413,MERCEDES_JOSEFINA_TORRES_GALVEZ,SILVIA_BEATRIZ_SOTO_CHLO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),ALTA_VERAPAZ,False
16-01-0570-46,16-031,ALTA_VERAPAZ,COBAN,LICEO_MIGUEL_AANGEL_ASTURIAS,7A._CALLE_1-13_ZONA_3,79511103,MERCEDES_JOSEFINA_TORRES_GALVEZ,JAYRON_ARIEL_COY_CACAO,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN_DE_SEMANA,ALTA_VERAPAZ,False
16-01-0572-46,16-031,ALTA_VERAPAZ,COBAN,LICEO_MIGUEL_AANGEL_ASTURIAS,7A._CALLE_1-13_ZONA_3,79511103,MERCEDES_JOSEFINA_TORRES_GALVEZ,JAYRON_ARIEL_COY_CACAO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ALTA_VERAPAZ,False
16-01-0573-46,16-031,ALTA_VERAPAZ,COBAN,COLEGIO_CRISTIANO_BILINGUE_VERBO,4A._CALLE_A_4-32_ZONA_8,77945181,MERCEDES_JOSEFINA_TORRES_GALVEZ,LESLY_EUGENIA_CHOCOOJ_VIDAURRE,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ALTA_VERAPAZ,False
16-01-0574-46,16-005,ALTA_VERAPAZ,COBAN,ESCUELA_NACIONAL_DE_CIENCIAS_COMERCIALES,2A._CALLE_11-10_ZONA_2,53530198,RUDY_ADOLFO_TOT_OCH,ERVIN_ORLANDO_JUAREZ_SAM,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ALTA_VERAPAZ,False
16-01-0583-46,16-031,ALTA_VERAPAZ,COBAN,COLEGIO_NUEVOS_SENDEROS,3A._CALLE_3-74_ZONA_3,79417300,MERCEDES_JOSEFINA_TORRES_GALVEZ,ZOYLA_ARGENTINA_MOLLINEDO_ALVARADO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ALTA_VERAPAZ,False
16-01-0604-46,16-031,ALTA_VERAPAZ,COBAN,INSTITUTO_PRIVADO_RAUL_CHENAL_HEINEMANN,5A._CALLE_1-06_ZONA_3,79510413,MERCEDES_JOSEFINA_TORRES_GALVEZ,SILVIA_BEATRIZ_SOTO_CHLO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ALTA_VERAPAZ,False
16-01-0609-46,16-031,ALTA_VERAPAZ,COBAN,INSTITUTO_MIXTO_DE_EDUCACION_BILINGUE_INTERCULTURAL_IMEBI,LOTIFICACION_CHIVENCORRAL,30367501,MERCEDES_JOSEFINA_TORRES_GALVEZ,JUAN_PASCUAL_LUCAS_ANTONIO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ALTA_VERAPAZ,False
16-01-0611-46,16-031,ALTA_VERAPAZ,COBAN,COLEGIO_HISPANOAMERICANO,1A_CALLE_17-41_COMUNIDAD_PETET_CHIXIC_ZONA_12,74725125,MERCEDES_JOSEFINA_TORRES_GALVEZ,OCTAVIO_ISMAEL_BATZ_CHOC,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ALTA_VERAPAZ,False
16-01-0612-46,16-031,ALTA_VERAPAZ,COBAN,INSTITUTO_DE_MAGISTERIO_DE_EDUCACION_PREPRIMARIA_INFANTIL_BILINGUE_INTERCULTURAL_LUZ_DEL_SABER,CALZADA_RABIN_AJAU_ZONA_1,57565646,MERCEDES_JOSEFINA_TORRES_GALVEZ,THELMA_MARTINA_POP_TZIR,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,BILINGUE,VESPERTINA,DIARIO(REGULAR),ALTA_VERAPAZ,False
16-01-0613-46,16-031,ALTA_VERAPAZ,COBAN,COLEGIO_PARTICULAR_MIXTO_ANTON_DE_MONTESINOS,1A._CALLE_7-22_ZONA_3,77259205,MERCEDES_JOSEFINA_TORRES_GALVEZ,MARGARITA_VILLALOBOS_LIGORRIA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ALTA_VERAPAZ,False
16-01-0616-46,16-037,ALTA_VERAPAZ,COBAN,INSTITUTO_NACIONAL_DE_EDUCACION_DIVERSIFICADA,ALDEA_SALACUIM,57300783,ERNESTO_CAAL_CHOC,BRYAN_FARUC_PRADO_TUT,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ALTA_VERAPAZ,False
16-01-0619-46,16-031,ALTA_VERAPAZ,COBAN,COLEGIO_PARTICULAR_MIXTO_ANTON_DE_MONTESINOS,1A._CALLE_7-22_ZONA_3,77259205,MERCEDES_JOSEFINA_TORRES_GALVEZ,MARGARITA_VILLALOBOS_LIGORRIA,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ALTA_VERAPAZ,False
16-01-0642-46,16-005,ALTA_VERAPAZ,COBAN,INSTITUTO_NACIONAL_DE_EDUCACION_DIVERSIFICADA,ALDEA_CHOVAL,53331646,RUDY_ADOLFO_TOT_OCH,GILDA_ARACELY_WELLMANN_DUARTE,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ALTA_VERAPAZ,False
16-01-0646-46,16-031,ALTA_VERAPAZ,COBAN,INSTITUTO_MIXTO_PRIVADO_SALUD_Y_DESARROLLO,DIAGNONAL_1_1-26_ZONA_1,44042550,MERCEDES_JOSEFINA_TORRES_GALVEZ,ERWIN_ROLANDO_XOL_CHUN,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN_DE_SEMANA,ALTA_VERAPAZ,False
16-01-0651-46,16-031,ALTA_VERAPAZ,COBAN,CENTRO_DE_FORMACION_INTEGRAL_CIUDAD_DE_LA_ESPERANZA,6A._AV._10-68_ZONA_12_COLONIA_EL_ESFUERZO_I,77367652,MERCEDES_JOSEFINA_TORRES_GALVEZ,BYRON_ANIBAL_GӍEZ_GATICA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ALTA_VERAPAZ,False
16-01-0652-46,16-037,ALTA_VERAPAZ,COBAN,INSTITUTO_MAYA_COMUNITARIO_K_AMOLB_E,ALDEA_NIMLAJACOC,30621374,ERNESTO_CAAL_CHOC,JOSE_LINO_QUIB_CHE,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,BILINGUE,VESPERTINA,DIARIO(REGULAR),ALTA_VERAPAZ,False
16-01-0664-46,16-031,ALTA_VERAPAZ,COBAN,LICEO_AMERICANO_DEL_NORTE,5TA._AV._2-23_ZONA_4,79514754,MERCEDES_JOSEFINA_TORRES_GALVEZ,JOSECUPERTINO_REYES_GARCIA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ALTA_VERAPAZ,False
16-01-0665-46,16-031,ALTA_VERAPAZ,COBAN,COLEGIO_DE_INFORMATICA_CENINFAV,12_AV._2-12_ZONA_1,79545566,MERCEDES_JOSEFINA_TORRES_GALVEZ,MARIA_MAGDALENA_BOL_CU,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,DIARIO(REGULAR),ALTA_VERAPAZ,False
16-01-0666-46,16-031,ALTA_VERAPAZ,COBAN,COLEGIO_DE_INFORMATICA_CENINFAV,12_AV._2-12_ZONA_1,79521765,MERCEDES_JOSEFINA_TORRES_GALVEZ,HECTOR_VIDAL_BOL_Cڼ,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN_DE_SEMANA,ALTA_VERAPAZ,False
16-01-0668-46,16-031,ALTA_VERAPAZ,COBAN,COLEGIO_PARTICULAR_MIXTO_IMPERIAL,5A_CALLE_1-98_ZONA_3,57101061,MERCEDES_JOSEFINA_TORRES_GALVEZ,HECTOR_WALDEMAR_TOT_COY,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),ALTA_VERAPAZ,False
16-01-0671-46,16-031,ALTA_VERAPAZ,COBAN,COLEGIO_PRIVADO_MIXTO_TECNOLOGICO_EN_INFORMATICA,2A._CALLE_12-23_ZONA_4,79521190,MERCEDES_JOSEFINA_TORRES_GALVEZ,JORGE_SALVADOR_JUREZ_SIERRA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),ALTA_VERAPAZ,False
16-01-0672-46,16-031,ALTA_VERAPAZ,COBAN,ICA,11AV._1-10_ZONA_1,33509500,MERCEDES_JOSEFINA_TORRES_GALVEZ,LAIDY_ANDREA_CHOCOOJ_TIUL,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ALTA_VERAPAZ,False
16-01-0678-46,16-031,ALTA_VERAPAZ,COBAN,COLEGIO_LA_LIBERTAD,3A._AV._CINCO_GUION_DOCE_5-12,48979726,MERCEDES_JOSEFINA_TORRES_GALVEZ,SILVIA_YOLANDA_CAAL_QUIM,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN_DE_SEMANA,ALTA_VERAPAZ,False
16-01-0681-46,16-031,ALTA_VERAPAZ,COBAN,INSTITUTO_MIXTO_PRIVADO_SANTO_DOMINGO,2A._CALLE_11-10_ZONA_2,79529830,MERCEDES_JOSEFINA_TORRES_GALVEZ,AMERICA_NUILA_LUTHER,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN_DE_SEMANA,ALTA_VERAPAZ,False
16-01-0690-46,16-031,ALTA_VERAPAZ,COBAN,ISEA_LA_ESCUELA_EN_SU_CASA,1A._AV._4-24_ZONA_2,77930803,MERCEDES_JOSEFINA_TORRES_GALVEZ,LUDWIN_JOEL_NORIEGA_MORALES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,A_DISTANCIA,ALTA_VERAPAZ,False
16-01-0694-46,16-031,ALTA_VERAPAZ,COBAN,COLEGIO_LA_LIBERTAD,3A._AV._5-12_ZONA_4,55564568,MERCEDES_JOSEFINA_TORRES_GALVEZ,SILVIA_YOLANDA_CAAL_QUIM,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,SEMIPRESENCIAL,ALTA_VERAPAZ,False
16-01-0703-46,16-031,ALTA_VERAPAZ,COBAN,INSTITUTO_MIXTO_PRIVADO_SALUD_Y_DESARROLLO,DIAGNONAL_1_1-26_ZONA_1,51922050,MERCEDES_JOSEFINA_TORRES_GALVEZ,SAMANTHA_GABRIELA_DE_LA_CRUZ_MORALES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,BILINGUE,VESPERTINA,DIARIO(REGULAR),ALTA_VERAPAZ,False
16-01-0705-46,16-050,ALTA_VERAPAZ,COBAN,PROGRAMA_NACIONAL_DE_EDUCACION_ALTERNATIVA_PRONEA,7A._AV._2-18_D_ZONA_1,45587767,MAXIMILIANO_CHUB_ICAL,--,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,DOBLE,A_DISTANCIA,ALTA_VERAPAZ,False
16-01-0710-46,16-031,ALTA_VERAPAZ,COBAN,OXFORD_BILINGUAL_SCHOOL,2DA._CALLE_16-94_ZONA_4,79513898,MERCEDES_JOSEFINA_TORRES_GALVEZ,DARWIN_ROBERTO_IGLESIAS_DE_LA_CRUZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),ALTA_VERAPAZ,False
16-01-0712-46,16-050,ALTA_VERAPAZ,COBAN,ENBI_CENTRO_DE_EDUCACION_EXTRAESCOLAR_CEEX,10_AV._1-25_ZONA_3,79521302,MAXIMILIANO_CHUB_ICAL,ANABELA_CECILIA_BOL_CAAL,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,BILINGUE,VESPERTINA,DIARIO(REGULAR),ALTA_VERAPAZ,False
16-01-0909-46,16-031,ALTA_VERAPAZ,COBAN,ISEA_LA_ESCUELA_EN_SU_CASA,2A._CALLE_A_11-10_ZONA_1,77256954,MERCEDES_JOSEFINA_TORRES_GALVEZ,LUDWIN_JOEL_NORIEGA_MORALES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL_(FIN_DE_SEMANA),ALTA_VERAPAZ,False
16-01-0910-46,16-031,ALTA_VERAPAZ,COBAN,COLEGIO_DE_INFORMATICA_CENINFAV,12_AV._2-12_ZONA_1,79521765,MERCEDES_JOSEFINA_TORRES_GALVEZ,HECTOR_VIDAL_BOL_Cڼ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL_(FIN_DE_SEMANA),ALTA_VERAPAZ,False
16-01-0912-46,16-031,ALTA_VERAPAZ,COBAN,COLEGIO_PRIVADO_MIXTO_TECNOLOGICO_EN_INFORMATICA,2A._CALLE_12-23_ZONA_4,79511459,MERCEDES_JOSEFINA_TORRES_GALVEZ,DANIEL_BERNARDO_RAMIREZ_GONZLEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL_(FIN_DE_SEMANA),ALTA_VERAPAZ,False
16-01-0913-46,16-031,ALTA_VERAPAZ,COBAN,INSTITUTO_MIXTO_PRIVADO_SALUD_Y_DESARROLLO,DIAGONAL_1_1-26_ZONA_1,59584790,MERCEDES_JOSEFINA_TORRES_GALVEZ,SAMANTHA_GABRIELA_DE_LA_CRUZ_MORALES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL_(FIN_DE_SEMANA),ALTA_VERAPAZ,False
16-01-0915-46,16-031,ALTA_VERAPAZ,COBAN,INSTITUTO_MIXTO_PRIVADO_SANTO_DOMINGO,2A._CALLE_11-10_ZONA_2,79529830,MERCEDES_JOSEFINA_TORRES_GALVEZ,AMERICA_NUILA_LUTHER,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL_(FIN_DE_SEMANA),ALTA_VERAPAZ,False
16-01-0917-46,16-031,ALTA_VERAPAZ,COBAN,INSTITUTO_PRIVADO_MIXTO_MONJA_BLANCA,DIAGONAL_3_14-11_ZONA_2,79513896,MERCEDES_JOSEFINA_TORRES_GALVEZ,EDWIN_ARMANDO_CATڎ_CAAL,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL_(FIN_DE_SEMANA),ALTA_VERAPAZ,False
16-01-0918-46,16-031,ALTA_VERAPAZ,COBAN,LICEO_PREUNIVERSITARIO_DE_NORTE,3A._AV._8-32_ZONA_10,79417346,MERCEDES_JOSEFINA_TORRES_GALVEZ,ZOILA_IMENA_LӐEZ_RODAS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL_(FIN_DE_SEMANA),ALTA_VERAPAZ,False
16-01-0919-46,16-031,ALTA_VERAPAZ,COBAN,LICEO_MIXTO_PARTICULAR_SAN_BENITO,9A._AV._4-55_ZONA_4,37058145,MERCEDES_JOSEFINA_TORRES_GALVEZ,HENRI_MARCO_ARTOLA_TEYUL,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ALTA_VERAPAZ,False
16-01-0922-46,16-031,ALTA_VERAPAZ,COBAN,COLEGIO_LA_LIBERTAD,3A._AV._5-12_ZONA_4,33857209,MERCEDES_JOSEFINA_TORRES_GALVEZ,SILVIA_YOLANDA_CAAL_QUIM,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL_(FIN_DE_SEMANA),ALTA_VERAPAZ,False
16-01-0926-46,16-005,ALTA_VERAPAZ,COBAN,INSTITUTO_NACIONAL_DE_EDUCACION_DIVERSIFICADA,2A._CALLE_1-99_ZONA_4_COBAN,45282976,RUDY_ADOLFO_TOT_OCH,ESTHER_GUADALUPE_PINEDA_OCHAETA,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),ALTA_VERAPAZ,False
16-01-0927-46,16-005,ALTA_VERAPAZ,COBAN,INSTITUTO_NACIONAL_DE_EDUCACION_DIVERSIFICADA,2A._CALLE_1-99_ZONA_4,45282976,RUDY_ADOLFO_TOT_OCH,ESTHER_GUADALUPE_PINEDA_OCHAETA,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),ALTA_VERAPAZ,False
16-01-0982-46,16-050,ALTA_VERAPAZ,COBAN,CENTRO_DE_EDUCACION_EXTRAESCOLAR_CEEX,8A._AV._02-43_ZONA_1,45423234,MAXIMILIANO_CHUB_ICAL,LIDIA_DOLORES_YAT_XOL,DIVERSIFICADO,OFICIAL,SIN ESPECIFICAR,ABIERTA,MONOLINGUE,DOBLE,SEMIPRESENCIAL,ALTA_VERAPAZ,False
16-01-0986-46,16-031,ALTA_VERAPAZ,COBAN,COLEGIO_MIXTO_LA_EXCELENCIA,2A._CALLE_8-18_ZONA_4_COBAN,41114848,MERCEDES_JOSEFINA_TORRES_GALVEZ,ZULY_BEATRIZ_LӐEZ_WINTER,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN_DE_SEMANA,ALTA_VERAPAZ,False
16-01-0987-46,16-031,ALTA_VERAPAZ,COBAN,COLEGIO_MIXTO_LA_EXCELENCIA,2A._CALLE_8-18_ZONA_4_COBAN,41114848,MERCEDES_JOSEFINA_TORRES_GALVEZ,ZULY_BEATRIZ_LӐEZ_WINTER,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL_(FIN_DE_SEMANA),ALTA_VERAPAZ,False
