CODIGO,DISTRITO,DEPARTAMENTO,MUNICIPIO,ESTABLECIMIENTO,DIRECCION,TELEFONO,SUPERVISOR,DIRECTOR,NIVEL,SECTOR,AREA,STATUS,MODALIDAD,JORNADA,PLAN,DEPARTAMENTAL,POR_MADUREZ
00-01-0450-46,01-627,CIUDAD_CAPITAL,ZONA_1,LICEO_PROFESIONAL_SANTANDER,6A._AV._1-34,58166416,ISAURA_AMPARO_RECINOS_CARRILLO,JORGE_ABRAHAM_CAMEY_PRETZANCIN,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN_DE_SEMANA,GUATEMALA_NORTE,False
00-01-0451-46,01-403,CIUDAD_CAPITAL,ZONA_1,LICEO_PROFESIONAL_SANTANDER,2DA._AV._8-27,58166416,CARLOS_HUMBERTO_GONZALEZ_DE_LEON,JORGE_ABRAHAM_CAMEY_PRETZANCIN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN_DE_SEMANA,GUATEMALA_NORTE,False
00-01-0456-46,01-312,CIUDAD_CAPITAL,ZONA_1,LICEO_CULTURAL_ESPAÑOL,4A._AV._3-56,30258550,AMADO_SALOMON_FLORES_PEREZ,ELDER_ALCIDES_REGALADO_LEMUS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA_NORTE,False
00-01-0458-46,01-627,CIUDAD_CAPITAL,ZONA_1,LICEO_CULTURAL_ESPAÑOL,4A._AV._3-56,22382723,ISAURA_AMPARO_RECINOS_CARRILLO,ELDER_ALCIDES_REGALADO_LEMUS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN_DE_SEMANA,GUATEMALA_NORTE,False
00-01-0460-46,01-627,CIUDAD_CAPITAL,ZONA_1,LICEO_CULTURAL_ESPAÑOL,4A._AV._3-56,22382723,ISAURA_AMPARO_RECINOS_CARRILLO,ELDER_ALCIDES_REGALADO_LEMUS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN_DE_SEMANA,GUATEMALA_NORTE,False
00-01-0462-46,01-312,CIUDAD_CAPITAL,ZONA_1,CENTRO_TECNOLOGICO_DA_VINCI,10A._CALLE_9-52,22382038,AMADO_SALOMON_FLORES_PEREZ,MARIA_TERESA_YON_DE_RENDON,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA_NORTE,False
00-01-0465-46,01-403,CIUDAD_CAPITAL,ZONA_1,COLEGIO_VALVERDE_NO._2,4A._AV._4-49,22093200,CARLOS_HUMBERTO_GONZALEZ_DE_LEON,SARA_LIZBETH_COLINDRES_MILIN,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN_DE_SEMANA,GUATEMALA_NORTE,False
00-01-0470-46,01-627,CIUDAD_CAPITAL,ZONA_1,CENTRO_TECNOLOGICO_DA_VINCI,10A._CALLE_9-52,22382038,ISAURA_AMPARO_RECINOS_CARRILLO,MARIA_TERESA_YON_DE_RENDON,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,FIN_DE_SEMANA,GUATEMALA_NORTE,False
00-01-0478-46,01-403,CIUDAD_CAPITAL,ZONA_1,COLEGIO_TECNICO_INDUSTRIAL_LUIS_CARDOZA_Y_ARAGON,5A_CALLE_1-20_1-34_Y_1-36,22304437,CARLOS_HUMBERTO_GONZALEZ_DE_LEON,AURA_ELICIA_CARTAGENA_MONROY,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN_DE_SEMANA,GUATEMALA_NORTE,False
00-01-0479-46,01-312,CIUDAD_CAPITAL,ZONA_1,COLEGIO_TECNICO_PROGRESISTA_CETECPRO,2A._AV._3-59,22512759,AMADO_SALOMON_FLORES_PEREZ,IRMA_AMPARO_TOLEDO_HERNANDEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA_NORTE,False
00-01-0482-46,01-627,CIUDAD_CAPITAL,ZONA_1,CENTRO_EDUCATIVO_MIXTO_MONTENEVADO,3A_AV._10-29,22381293,ISAURA_AMPARO_RECINOS_CARRILLO,SILVIA_MARLENI_ALVARADO_GUARDADO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN_DE_SEMANA,GUATEMALA_NORTE,False
00-01-0487-46,01-315,CIUDAD_CAPITAL,ZONA_1,COLEGIO_MARTA_NOVELLA,7A._AV._11-67,58771766,AURA_MARINA_GARRIDO_MORALES,HERBERT_AANGEL_AALVAREZ_CONTRERAS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA_NORTE,False
00-01-0490-46,01-403,CIUDAD_CAPITAL,ZONA_1,COLEGIO_ISTMOAMERICANO,11_CALLE_4-22,53184646,CARLOS_HUMBERTO_GONZALEZ_DE_LEON,SHIRLEY_MARISOL_LARRIEU_DARDON,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN_DE_SEMANA,GUATEMALA_NORTE,False
00-01-0499-46,01-312,CIUDAD_CAPITAL,ZONA_1,COLEGIO_EL_EMILIO,2A._CALLE_6-77,22532080,AMADO_SALOMON_FLORES_PEREZ,ANTONIO_ROMAN_LOPEZ_ESCOBAR,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA_NORTE,False
00-01-0502-46,01-403,CIUDAD_CAPITAL,ZONA_1,COLEGIO_EL_EMILIO,2A._CALLE_6-77,22532080,CARLOS_HUMBERTO_GONZALEZ_DE_LEON,ANTONIO_ROMAN_LOPEZ_ESCOBAR,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN_DE_SEMANA,GUATEMALA_NORTE,False
00-01-0506-46,01-312,CIUDAD_CAPITAL,ZONA_1,CENTRO_DE_ESTUDIOS_WINBRIDGE,8A._CALLE_2-40,22324201,AMADO_SALOMON_FLORES_PEREZ,GILDA_NOEM͠SOSA_HURTADO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA_NORTE,False
00-01-0508-46,01-403,CIUDAD_CAPITAL,ZONA_1,INSTITUTO_AMERICANO_EN_CIENCIAS_DE_COMPUTACION,6A._AV._18-23,22322912,CARLOS_HUMBERTO_GONZALEZ_DE_LEON,MARCO_ANTONIO_CASTAХDA_FLORES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN_DE_SEMANA,GUATEMALA_NORTE,False
00-01-0509-46,01-318,CIUDAD_CAPITAL,ZONA_1,COLEGIO_PARA_VARONES_SAN_SEBASTIAN,2A._CALLE_6-56,22536602,LESLIE_AZUCENA_MONZON_TECUN,EDGAR_ROLANDO_MARROQUIN_AMADO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA_NORTE,False
00-01-0510-46,01-207,CIUDAD_CAPITAL,ZONA_1,CENTRO_EDUCATIVO_FUTURISTA_C.E.F.,13_AV._4-60_ZONA_1,22511845,DALLANA_ZUHEIDY_FLORES_CHINCHILLA,---,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA_NORTE,False
00-01-0512-46,01-207,CIUDAD_CAPITAL,ZONA_1,CENTRO_EDUCATIVO_FUTURISTA_C.E.F.,13_AV._4-60_ZONA_1,22511845,DALLANA_ZUHEIDY_FLORES_CHINCHILLA,-----------------,DIVERSIFICADO,PRIVADO,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,FIN_DE_SEMANA,GUATEMALA_NORTE,False
00-01-0516-46,01-312,CIUDAD_CAPITAL,ZONA_1,LICEO_MULTICULTURAL_GUATEMALTECO,9A_CALLE_3-40,22530315,AMADO_SALOMON_FLORES_PEREZ,JOSE_RICARDO_REYES_MORA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),GUATEMALA_NORTE,False
00-01-0520-46,01-403,CIUDAD_CAPITAL,ZONA_1,LICEO_MONTE_SINA,3A._AV._7-34,56289897,CARLOS_HUMBERTO_GONZALEZ_DE_LEON,ISABEL_ROBEDDI_VALLAR_TORRES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,FIN_DE_SEMANA,GUATEMALA_NORTE,False
00-01-0521-46,01-403,CIUDAD_CAPITAL,ZONA_1,LICEO_MONTE_SINA,3A._AV._7-34,56289897,CARLOS_HUMBERTO_GONZALEZ_DE_LEON,ISABEL_ROBEDDI_VALLAR_TORRES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,FIN_DE_SEMANA,GUATEMALA_NORTE,False
00-01-0524-46,01-312,CIUDAD_CAPITAL,ZONA_1,LICEO_MONTE_SINA,3A._AV._7-34,56289897,AMADO_SALOMON_FLORES_PEREZ,ISABEL_ROBEDDI_VALLAR_TORRES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA_NORTE,False
00-01-0527-46,01-317,CIUDAD_CAPITAL,ZONA_1,LICEO_HISPANOAMERICANO_NO._3,1A._AV._8-36,22518774,MARIANO_DOMINGO_ESTRADA_TELETOR,MIRIAM_MARLENY_D́Z_VELSQUEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA_NORTE,False
00-01-0531-46,01-403,CIUDAD_CAPITAL,ZONA_1,LICEO_HISPANOAMERICANO_NO._3,1A._AV._8-36,22518774,CARLOS_HUMBERTO_GONZALEZ_DE_LEON,MIRIAM_MARLENY_D́Z_VELSQUEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,FIN_DE_SEMANA,GUATEMALA_NORTE,False
00-01-0532-46,01-403,CIUDAD_CAPITAL,ZONA_1,LICEO_HISPANOAMERICANO_NO._3,1A._AV._8-36,22518774,CARLOS_HUMBERTO_GONZALEZ_DE_LEON,MIRIAM_MARLENY_D́Z_VELSQUEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,FIN_DE_SEMANA,GUATEMALA_NORTE,False
00-01-0534-46,01-403,CIUDAD_CAPITAL,ZONA_1,INSTITUTO_GUILLERMO_PUTZEYS_ALVAREZ,11_CALLE_3-59,24637777,CARLOS_HUMBERTO_GONZALEZ_DE_LEON,JOSERODERICO_TELLO_TELLO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN_DE_SEMANA,GUATEMALA_NORTE,False
00-01-0541-46,01-312,CIUDAD_CAPITAL,ZONA_1,COLEGIO_EL_CAMINO,10A._CALLE_11-46,22511273,AMADO_SALOMON_FLORES_PEREZ,ALAN_JEFFREY_BRENNER_SANTIZO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA_NORTE,False
00-01-0542-46,01-627,CIUDAD_CAPITAL,ZONA_1,LICEO_DE_COMPUTACION_C.S.S.,11_CALLE_9-62,22517771,ISAURA_AMPARO_RECINOS_CARRILLO,NORMA_LUCRECIA_CӒDOVA_HEREDIA,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN_DE_SEMANA,GUATEMALA_NORTE,False
00-01-0546-46,01-403,CIUDAD_CAPITAL,ZONA_1,INSTITUTO_MIXTO_NOCTURNO_DE_EDUCACION_DIVERSIFICADA_POR_MADUREZ_PEDRO_ARRIAZA_MATA,10A._AV._12-01,22383239,CARLOS_HUMBERTO_GONZALEZ_DE_LEON,BRUNO_LUIS_VIAU_GARĆ,DIVERSIFICADO,OFICIAL,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),GUATEMALA_NORTE,True
00-01-0555-46,01-403,CIUDAD_CAPITAL,ZONA_1,COLEGIO_TECNOLOGICO_CENTRO_CULTURAL_DE_LAS_AMERICAS,8A._CALLE_0-30,22384217,CARLOS_HUMBERTO_GONZALEZ_DE_LEON,JESUS_SAMAYOA_ARAGON,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,FIN_DE_SEMANA,GUATEMALA_NORTE,False
00-01-0557-46,01-403,CIUDAD_CAPITAL,ZONA_1,COLEGIO_TECNOLOGICO_CENTRO_CULTURAL_DE_LAS_AMERICAS,8A._CALLE_0-30,22384217,CARLOS_HUMBERTO_GONZALEZ_DE_LEON,JESUS_SAMAYOA_ARAGON,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,FIN_DE_SEMANA,GUATEMALA_NORTE,False
00-01-0560-46,01-316,CIUDAD_CAPITAL,ZONA_1,COLEGIO_TECNOLOGICO_CENTRO_CULTURAL_DE_LAS_AMERICAS,8A._CALLE_0-30,22384217,CARLOS_HUMBERTO_GONZALEZ_DE_LEON,JESUS_SAMAYOA_ARAGON,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA_NORTE,False
00-01-0562-46,01-316,CIUDAD_CAPITAL,ZONA_1,COLEGIO_TECNOLOGICO_CENTRO_CULTURAL_DE_LAS_AMERICAS,8A._CALLE_0-30,22384217,CARLOS_HUMBERTO_GONZALEZ_DE_LEON,JESUS_SAMAYOA_ARAGON,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA_NORTE,False
00-01-0563-46,01-318,CIUDAD_CAPITAL,ZONA_1,LICEO_CANADIENSE,11_CALLE_1-53,23750055,LESLIE_AZUCENA_MONZON_TECUN,ADA_LUCRECIA_MIJANGOS_TEO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),GUATEMALA_NORTE,False
00-01-0564-46,01-301,CIUDAD_CAPITAL,ZONA_1,INSTITUTO_GUILLERMO_PUTZEYS_ALVAREZ,11_CALLE_3-59,24637777,ERICK_ESTUARDO_SANCHEZ_ARCHILA,ANA_ISABEL_TELLO_SENZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),GUATEMALA_NORTE,False
00-01-0565-46,01-318,CIUDAD_CAPITAL,ZONA_1,COLEGIO_INTEGRAL_SAN_JUAN,9A._CALLE_3-40,22533937,LESLIE_AZUCENA_MONZON_TECUN,SILVIA_PATRICIA_RAMOS_ESTRADA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA_NORTE,False
00-01-0567-46,01-317,CIUDAD_CAPITAL,ZONA_1,ESCUELA_NORMAL_PARA_MAESTROS_DE_EDUCACION_MUSICAL_JESUS_MARIA_ALVARADO,2A._CALLE_4-04,22516651,MARIANO_DOMINGO_ESTRADA_TELETOR,SONIA_CONCEPCION_LӐEZ_MUÑOZ,DIVERSIFICADO,OFICIAL,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,DIARIO(REGULAR),GUATEMALA_NORTE,False
00-01-0568-46,01-403,CIUDAD_CAPITAL,ZONA_1,COLEGIO_INTEGRAL_SAN_JUAN,9A._CALLE_3-40,22533937,CARLOS_HUMBERTO_GONZALEZ_DE_LEON,SILVIA_PATRICIA_RAMOS_ESTRADA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN_DE_SEMANA,GUATEMALA_NORTE,False
00-01-0571-46,01-317,CIUDAD_CAPITAL,ZONA_1,COLEGIO_MIXTO_SANTO_DOMINGO,12A._AV._12-11,22531216,MARIANO_DOMINGO_ESTRADA_TELETOR,SERGIO_ALEJANDRO_VILLATORO_VILLAGRAN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA_NORTE,False
00-01-0573-46,01-403,CIUDAD_CAPITAL,ZONA_1,COLEGIO_MIXTO_SANTO_DOMINGO,12A._AV._12-11,22531216,CARLOS_HUMBERTO_GONZALEZ_DE_LEON,SERGIO_ALEJANDRO_VILLATORO_VILLAGRAN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN_DE_SEMANA,GUATEMALA_NORTE,False
00-01-0574-46,01-403,CIUDAD_CAPITAL,ZONA_1,COLEGIO_MIXTO_SANTO_DOMINGO,12_AV._12-11_ZONA_1,22531216,CARLOS_HUMBERTO_GONZALEZ_DE_LEON,SERGIO_ALEJANDRO_VILLATORO_VILLAGRAN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN_DE_SEMANA,GUATEMALA_NORTE,False
00-01-0582-46,01-307,CIUDAD_CAPITAL,ZONA_1,LICEO_TECNICO_INTEGRAL_SANTA_TERESA_DE_JESUS,12_CALLE_10-37,22201454,NORMA_ARACELY_PALOMO_FRANCO_DE_DIAZ,RITA_CAROLINA_TEJEDA_MARTINEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA_NORTE,False
00-01-0584-46,01-403,CIUDAD_CAPITAL,ZONA_1,COLEGIO_INTERNACIONAL_CAMBRIDGE_CIS,3A._AV._A_3-28,57529460,CARLOS_HUMBERTO_GONZALEZ_DE_LEON,MARIA_CRISTINA_GEREDA_ARREALO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN_DE_SEMANA,GUATEMALA_NORTE,False
00-01-0585-46,01-403,CIUDAD_CAPITAL,ZONA_1,COLEGIO_INTERNACIONAL_CAMBRIDGE_CIS,3A._AV._A_3-38,57529460,CARLOS_HUMBERTO_GONZALEZ_DE_LEON,MARIA_CRISTINA_GEREDA_ARREALO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN_DE_SEMANA,GUATEMALA_NORTE,False
00-01-0587-46,01-307,CIUDAD_CAPITAL,ZONA_1,CENTRO_EDUCATIVO_MONTENEVADO,3A._AV._10-29,22537097,NORMA_ARACELY_PALOMO_FRANCO_DE_DIAZ,SILVIA_MARLENI_ALVARADO_GUARDADO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA_NORTE,False
00-01-0588-46,01-403,CIUDAD_CAPITAL,ZONA_1,COLEGIO_MIXTO_INDO_LATINO,4A._AV._13-35,22380338,CARLOS_HUMBERTO_GONZALEZ_DE_LEON,SONIA_ESTELA_RAM͒EZ_MORALES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,FIN_DE_SEMANA,GUATEMALA_NORTE,False
00-01-0590-46,01-403,CIUDAD_CAPITAL,ZONA_1,LICEO_SANTO_DOMINGO_DE_GUZMN,13_AV._9-36,22518090,CARLOS_HUMBERTO_GONZALEZ_DE_LEON,MARINA_FLORES_MORN,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN_DE_SEMANA,GUATEMALA_NORTE,False
00-01-0593-46,01-301,CIUDAD_CAPITAL,ZONA_1,COLEGIO_BILINGUE_ESPECIALIZADO_EN_COMPUTACION_YULIMAYPC,12_CALLE_4-17,22091400,ERICK_ESTUARDO_SANCHEZ_ARCHILA,OBDUVER_UBALDO_DOMINGO_CASTAЃN,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA_NORTE,False
00-01-0594-46,01-403,CIUDAD_CAPITAL,ZONA_1,ESCUELA_NORMAL_PARA_MAESTROS_DE_EDUCACION_MUSICAL_JESUS_MARIA_ALVARADO,10_AV._2-24,58571956,CARLOS_HUMBERTO_GONZALEZ_DE_LEON,HERBERT_GUSTAVO_LOPEZ_JOCOL,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,INTERMEDIA,DIARIO(REGULAR),GUATEMALA_NORTE,False
00-01-0595-46,01-317,CIUDAD_CAPITAL,ZONA_1,LICEO_HISPANOAMERICANO_NO._2,2A._CALLE_7-11,22205687,MARIANO_DOMINGO_ESTRADA_TELETOR,MARIA_ISABEL_POLANCO_PAZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA_NORTE,False
00-01-0596-46,01-317,CIUDAD_CAPITAL,ZONA_1,LICEO_HISPANOAMERICANO,1A._AV._7-12,22518774,MARIANO_DOMINGO_ESTRADA_TELETOR,ROSA_ANGEMICA_SIGUENZA_CORADO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA_NORTE,False
00-01-0599-46,01-312,CIUDAD_CAPITAL,ZONA_1,INSTITUTO_NORMAL_PARA_SEÑORITAS_CENTRO_AMERICA,1A._CALLE_C_2-29,22200329,AMADO_SALOMON_FLORES_PEREZ,FERNANDO_MAURICIO_RUANO_MARROQUIN,DIVERSIFICADO,OFICIAL,URBANA,CERRADA TEMPORALMENTE,BILINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA_NORTE,False
00-01-0600-46,01-403,CIUDAD_CAPITAL,ZONA_1,LICEO_TECNICO_COMERCIAL,4TA._AV._5-26,22329118,CARLOS_HUMBERTO_GONZALEZ_DE_LEON,VICTOR_HUGO_OROZCO_RUIZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN_DE_SEMANA,GUATEMALA_NORTE,False
00-01-0605-46,01-312,CIUDAD_CAPITAL,ZONA_1,LICEO_TECNICO_CIENCIA_Y_DESARROLLO,10_CALLE_3-15,36117881,AMADO_SALOMON_FLORES_PEREZ,MYRIAM_JEANNETTE_CIFUENTES_ORTIZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA_NORTE,False
00-01-0608-46,01-110,CIUDAD_CAPITAL,ZONA_1,INSTITUTO_TECNOLOGICO_DE_COMPUTACION_I.T.C.,2A._CALLE_11-65,22200060,ZUHILEM_YESENIA_ESTRADA_ORTIZ,DULCE_MARIA_CHINCHILLA_GODOY,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA_NORTE,False
00-01-0611-46,01-403,CIUDAD_CAPITAL,ZONA_1,LICEO_MIXTO_CIENCIAS_SECRETARIALES,4A._AV._4-12,22380855,CARLOS_HUMBERTO_GONZALEZ_DE_LEON,SONIA_ELVIRA_PINEDA_GUDIEL,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA_NORTE,False
00-01-0619-46,01-301,CIUDAD_CAPITAL,ZONA_1,INSTITUTO_NACIONAL_CENTRAL,9A._AV._9-27,22328285,ERICK_ESTUARDO_SANCHEZ_ARCHILA,CARLOS_ALFREDO_VALDEZ_PAZ,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA_NORTE,False
00-01-0623-46,01-318,CIUDAD_CAPITAL,ZONA_1,COLEGIO_LOYOLA,12_AV._4-30,22044800,LESLIE_AZUCENA_MONZON_TECUN,CARMEN_ROSA_PINEDA_CORONADO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA_NORTE,False
00-01-0627-46,01-403,CIUDAD_CAPITAL,ZONA_1,INSTITUTO_DE_EDUCACION_BASICA_Y_BACHILLERATO_EN_CIENCIAS_Y_LETRAS_POR_MADUREZ_DOCTOR_JUAN_JOSEARREALO_BERMEJO,8A._AV._9-60,22536894,CARLOS_HUMBERTO_GONZALEZ_DE_LEON,EDNA_MARIETA_DE_LA_CRUZ_PONCE,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,INTERMEDIA,A_DISTANCIA,GUATEMALA_NORTE,True
00-01-0628-46,01-110,CIUDAD_CAPITAL,ZONA_1,INSTITUTO_TECNOLOGICO_DE_COMPUTACION_I.T.C.,2A._CALLE_11-65,22200060,ZUHILEM_YESENIA_ESTRADA_ORTIZ,DULCE_MARIA_CHINCHILLA_GODOY,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),GUATEMALA_NORTE,False
00-01-0631-46,01-312,CIUDAD_CAPITAL,ZONA_1,LICEO_FRANCE,5A._AV._9-80,22516728,AMADO_SALOMON_FLORES_PEREZ,ANA_MARIA_ESTRADA_RAMIREZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA_NORTE,False
00-01-0638-46,01-403,CIUDAD_CAPITAL,ZONA_1,INSTITUTO_GUILLERMO_PUTZEYS_ALVAREZ,11_CALLE_3-59,24637777,CARLOS_HUMBERTO_GONZALEZ_DE_LEON,JOSERODERICO_TELLO_TELLO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,A_DISTANCIA,GUATEMALA_NORTE,False
00-01-0639-46,01-319,CIUDAD_CAPITAL,ZONA_1,LICEO_TECNOLOGICO_MAYA_DE_GUATEMALA_II,5TA._AV._3-55,22327022,ISAURA_AMPARO_RECINOS_CARRILLO,ELFIR_DAR͏_MAYLO_LӐEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN_DE_SEMANA,GUATEMALA_NORTE,False
00-01-0640-46,01-319,CIUDAD_CAPITAL,ZONA_1,LICEO_TECNOLOGICO_MAYA_DE_GUATEMALA_II,5TA._AV._3-55,22327022,ISAURA_AMPARO_RECINOS_CARRILLO,FREDY_AMILCAR_CRUZ,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN_DE_SEMANA,GUATEMALA_NORTE,False
00-01-0641-46,01-307,CIUDAD_CAPITAL,ZONA_1,LICEO_TECNOLOGICO_MAYA_DE_GUATEMALA_II,5TA._AV._3-55,22327022,NORMA_ARACELY_PALOMO_FRANCO_DE_DIAZ,ELFIR_DAR͏_MAYLO_LӐEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA_NORTE,False
